combination_id	allele_frequency	effect_size	sample_size	case_control_ratio	simulation_repetition	causal_variant	n_cases_sim	n_controls_sim	n_missing_sim	variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
RGDDZSANBHEV_2	0.20	10	200	0.5	2	aadE	99	99	564	aadE	1.97E-01	2.19E-07	1.06E-06	4.49E-01	8.90E-02	3.39E-01
RGDDZSANBHEV_3	0.20	10	200	0.5	3	aadE	99	99	564	aadE	1.97E-01	2.19E-07	1.13E-05	4.16E-01	9.24E-02	3.06E-01
RGDDZSANBHEV_4	0.20	10	200	0.5	4	aadE	99	99	564	aadE	1.97E-01	2.19E-07	1.23E-07	4.69E-01	8.53E-02	3.65E-01
RGDDZSANBHEV_5	0.20	10	200	0.5	5	aadE	99	99	564	aadE	1.97E-01	2.19E-07	7.05E-06	4.58E-01	9.92E-02	3.13E-01
RGDDZSANBHEV_6	0.20	10	200	0.5	6	aadE	99	99	564	aadE	1.97E-01	2.19E-07	1.56E-05	4.22E-01	9.52E-02	3.02E-01
RGDDZSANBHEV_7	0.20	10	200	0.5	7	aadE	99	99	564	aadE	1.97E-01	2.19E-07	4.31E-06	4.48E-01	9.47E-02	3.20E-01
RGDDZSANBHEV_8	0.20	10	200	0.5	8	aadE	99	99	564	aadE	1.97E-01	2.19E-07	1.05E-06	4.67E-01	9.27E-02	3.39E-01
RGDDZSANBHEV_9	0.20	10	200	0.5	9	aadE	99	99	564	aadE	1.97E-01	2.19E-07	1.73E-05	4.22E-01	9.59E-02	3.00E-01
RGDDZSANBHEV_10	0.20	10	200	0.5	10	aadE	99	99	564	aadE	1.97E-01	2.19E-07	9.40E-08	4.63E-01	8.35E-02	3.68E-01
BONLLBZISTQG_1	0.20	10	300	0.5	1	aadE	149	149	464	aadE	1.98E-01	6.08E-11	7.53E-11	4.86E-01	7.19E-02	3.66E-01
BONLLBZISTQG_2	0.20	10	300	0.5	2	aadE	149	149	464	aadE	1.98E-01	6.08E-11	2.83E-10	4.91E-01	7.51E-02	3.55E-01
BONLLBZISTQG_3	0.20	10	300	0.5	3	aadE	149	149	464	aadE	1.98E-01	6.08E-11	7.57E-11	4.83E-01	7.15E-02	3.65E-01
BONLLBZISTQG_4	0.20	10	300	0.5	4	aadE	149	149	464	aadE	1.98E-01	6.08E-11	3.53E-09	4.87E-01	8.00E-02	3.34E-01
BONLLBZISTQG_5	0.20	10	300	0.5	5	aadE	149	149	464	aadE	1.98E-01	6.08E-11	2.03E-07	4.35E-01	8.17E-02	2.96E-01
BONLLBZISTQG_6	0.20	10	300	0.5	6	aadE	149	149	464	aadE	1.98E-01	6.08E-11	1.09E-08	4.71E-01	8.01E-02	3.24E-01
BONLLBZISTQG_7	0.20	10	300	0.5	7	aadE	149	149	464	aadE	1.98E-01	6.08E-11	2.28E-08	4.63E-01	8.05E-02	3.17E-01
BONLLBZISTQG_8	0.20	10	300	0.5	8	aadE	149	149	464	aadE	1.98E-01	6.08E-11	6.29E-11	5.01E-01	7.38E-02	3.67E-01
BONLLBZISTQG_9	0.20	10	300	0.5	9	aadE	149	149	464	aadE	1.98E-01	6.08E-11	7.64E-10	4.75E-01	7.46E-02	3.47E-01
BONLLBZISTQG_10	0.20	10	300	0.5	10	aadE	149	149	464	aadE	1.98E-01	6.08E-11	8.89E-10	4.73E-01	7.47E-02	3.45E-01
ALTJLNHCZIWJ_1	0.20	10	400	0.5	1	aadE	199	199	364	aadE	1.98E-01	1.22E-13	3.99E-11	4.49E-01	6.61E-02	3.23E-01
ALTJLNHCZIWJ_2	0.20	10	400	0.5	2	aadE	199	199	364	aadE	1.98E-01	1.22E-13	3.45E-10	4.78E-01	7.42E-02	3.08E-01
ALTJLNHCZIWJ_3	0.20	10	400	0.5	3	aadE	199	199	364	aadE	1.98E-01	1.22E-13	1.79E-11	4.66E-01	6.73E-02	3.29E-01
ALTJLNHCZIWJ_4	0.20	10	400	0.5	4	aadE	199	199	364	aadE	1.98E-01	1.22E-13	1.80E-10	4.50E-01	6.88E-02	3.13E-01
ALTJLNHCZIWJ_5	0.20	10	400	0.5	5	aadE	199	199	364	aadE	1.98E-01	1.22E-13	1.28E-11	4.78E-01	6.85E-02	3.31E-01
ALTJLNHCZIWJ_6	0.20	10	400	0.5	6	aadE	199	199	364	aadE	1.98E-01	1.22E-13	7.73E-11	4.48E-01	6.70E-02	3.19E-01
ALTJLNHCZIWJ_7	0.20	10	400	0.5	7	aadE	199	199	364	aadE	1.98E-01	1.22E-13	2.66E-12	4.70E-01	6.50E-02	3.41E-01
ALTJLNHCZIWJ_8	0.20	10	400	0.5	8	aadE	199	199	364	aadE	1.98E-01	1.22E-13	2.95E-10	4.36E-01	6.74E-02	3.09E-01
ALTJLNHCZIWJ_9	0.20	10	400	0.5	9	aadE	199	199	364	aadE	1.98E-01	1.22E-13	2.25E-13	4.88E-01	6.43E-02	3.57E-01
ALTJLNHCZIWJ_10	0.20	10	400	0.5	10	aadE	199	199	364	aadE	1.98E-01	1.22E-13	8.97E-12	4.65E-01	6.61E-02	3.33E-01
HTTQWEKLNCIW_1	0.20	10	500	0.5	1	aadE	249	249	264	aadE	1.99E-01	3.73E-17	2.39E-12	4.67E-01	6.49E-02	3.07E-01
HTTQWEKLNCIW_2	0.20	10	500	0.5	2	aadE	249	249	264	aadE	1.99E-01	3.73E-17	1.97E-11	4.33E-01	6.31E-02	2.95E-01
HTTQWEKLNCIW_3	0.20	10	500	0.5	3	aadE	249	249	264	aadE	1.99E-01	3.73E-17	4.27E-15	4.70E-01	5.80E-02	3.42E-01
HTTQWEKLNCIW_4	0.20	10	500	0.5	4	aadE	249	249	264	aadE	1.99E-01	3.73E-17	6.43E-12	4.34E-01	6.16E-02	3.01E-01
HTTQWEKLNCIW_5	0.20	10	500	0.5	5	aadE	249	249	264	aadE	1.99E-01	3.73E-17	1.10E-14	4.95E-01	6.21E-02	3.37E-01
HTTQWEKLNCIW_6	0.20	10	500	0.5	6	aadE	249	249	264	aadE	1.99E-01	3.73E-17	2.32E-12	4.39E-01	6.10E-02	3.07E-01
HTTQWEKLNCIW_7	0.20	10	500	0.5	7	aadE	249	249	264	aadE	1.99E-01	3.73E-17	8.87E-14	4.71E-01	6.13E-02	3.26E-01
HTTQWEKLNCIW_8	0.20	10	500	0.5	8	aadE	249	249	264	aadE	1.99E-01	3.73E-17	5.75E-13	4.77E-01	6.45E-02	3.15E-01
HTTQWEKLNCIW_9	0.20	10	500	0.5	9	aadE	249	249	264	aadE	1.99E-01	3.73E-17	3.70E-16	4.86E-01	5.76E-02	3.54E-01
HTTQWEKLNCIW_10	0.20	10	500	0.5	10	aadE	249	249	264	aadE	1.99E-01	3.73E-17	4.16E-14	4.87E-01	6.25E-02	3.30E-01
SUOHDPHPQQAA_1	0.20	10	600	0.5	1	aadE	299	299	164	aadE	1.99E-01	7.80E-20	6.65E-13	4.33E-01	5.90E-02	2.88E-01
SUOHDPHPQQAA_2	0.20	10	600	0.5	2	aadE	299	299	164	aadE	1.99E-01	7.80E-20	2.96E-15	4.70E-01	5.79E-02	3.15E-01
SUOHDPHPQQAA_3	0.20	10	600	0.5	3	aadE	299	299	164	aadE	1.99E-01	7.80E-20	1.32E-17	4.84E-01	5.49E-02	3.40E-01
SUOHDPHPQQAA_4	0.20	10	600	0.5	4	aadE	299	299	164	aadE	1.99E-01	7.80E-20	3.67E-15	4.86E-01	6.02E-02	3.14E-01
SUOHDPHPQQAA_5	0.20	10	600	0.5	5	aadE	299	299	164	aadE	1.99E-01	7.80E-20	2.67E-15	4.46E-01	5.50E-02	3.16E-01
SUOHDPHPQQAA_6	0.20	10	600	0.5	6	aadE	299	299	164	aadE	1.99E-01	7.80E-20	3.98E-16	4.76E-01	5.69E-02	3.24E-01
SUOHDPHPQQAA_7	0.20	10	600	0.5	7	aadE	299	299	164	aadE	1.99E-01	7.80E-20	1.43E-14	4.66E-01	5.90E-02	3.08E-01
SUOHDPHPQQAA_8	0.20	10	600	0.5	8	aadE	299	299	164	aadE	1.99E-01	7.80E-20	4.69E-13	4.36E-01	5.90E-02	2.90E-01
SUOHDPHPQQAA_9	0.20	10	600	0.5	9	aadE	299	299	164	aadE	1.99E-01	7.80E-20	1.54E-14	4.69E-01	5.95E-02	3.07E-01
SUOHDPHPQQAA_10	0.20	10	600	0.5	10	aadE	299	299	164	aadE	1.99E-01	7.80E-20	2.42E-14	4.49E-01	5.75E-02	3.05E-01
TVGDVDIVDBPM_1	0.20	10	700	0.5	1	aadE	112	338	312	aadE	1.13E-01	1.09E-15	1.17E-16	5.25E-01	6.09E-02	3.77E-01
TVGDVDIVDBPM_2	0.20	10	700	0.5	2	aadE	112	338	312	aadE	1.13E-01	1.09E-15	1.41E-11	4.89E-01	7.05E-02	3.11E-01
TVGDVDIVDBPM_3	0.20	10	700	0.5	3	aadE	112	338	312	aadE	1.13E-01	1.09E-15	3.25E-11	4.65E-01	6.83E-02	3.06E-01
TVGDVDIVDBPM_4	0.20	10	700	0.5	4	aadE	112	338	312	aadE	1.13E-01	1.09E-15	2.18E-14	5.06E-01	6.40E-02	3.50E-01
TVGDVDIVDBPM_5	0.20	10	700	0.5	5	aadE	112	338	312	aadE	1.13E-01	1.09E-15	1.28E-13	4.97E-01	6.50E-02	3.40E-01
TVGDVDIVDBPM_6	0.20	10	700	0.5	6	aadE	112	338	312	aadE	1.13E-01	1.09E-15	1.05E-11	4.88E-01	6.99E-02	3.13E-01
TVGDVDIVDBPM_7	0.20	10	700	0.5	7	aadE	112	338	312	aadE	1.13E-01	1.09E-15	3.52E-10	5.02E-01	7.82E-02	2.90E-01
TVGDVDIVDBPM_8	0.20	10	700	0.5	8	aadE	112	338	312	aadE	1.13E-01	1.09E-15	4.29E-15	5.11E-01	6.29E-02	3.59E-01
TVGDVDIVDBPM_9	0.20	10	700	0.5	9	aadE	112	338	312	aadE	1.13E-01	1.09E-15	8.65E-09	4.52E-01	7.71E-02	2.67E-01
TVGDVDIVDBPM_10	0.20	10	700	0.5	10	aadE	112	338	312	aadE	1.13E-01	1.09E-15	4.27E-14	5.10E-01	6.54E-02	3.46E-01
YGUHNXOUFVLI_1	0.20	100	100	0.5	1	aadE	49	49	664	aadE	1.94E-01	1.20E-06	1.19E-05	5.71E-01	1.24E-01	4.27E-01	bad-chisq
YGUHNXOUFVLI_2	0.20	100	100	0.5	2	aadE	49	49	664	aadE	1.94E-01	1.20E-06	1.28E-06	6.17E-01	1.19E-01	4.67E-01	bad-chisq
YGUHNXOUFVLI_3	0.20	100	100	0.5	3	aadE	49	49	664	aadE	1.94E-01	1.20E-06	1.04E-06	6.40E-01	1.23E-01	4.70E-01	bad-chisq
YGUHNXOUFVLI_4	0.20	100	100	0.5	4	aadE	49	49	664	aadE	1.94E-01	1.20E-06	1.88E-06	6.06E-01	1.19E-01	4.60E-01	bad-chisq
YGUHNXOUFVLI_5	0.20	100	100	0.5	5	aadE	49	49	664	aadE	1.94E-01	1.20E-06	1.94E-06	6.21E-01	1.23E-01	4.60E-01	bad-chisq
YGUHNXOUFVLI_6	0.20	100	100	0.5	6	aadE	49	49	664	aadE	1.94E-01	1.20E-06	8.70E-06	5.81E-01	1.24E-01	4.32E-01	bad-chisq
YGUHNXOUFVLI_7	0.20	100	100	0.5	7	aadE	49	49	664	aadE	1.94E-01	1.20E-06	2.75E-05	6.10E-01	1.38E-01	4.10E-01	bad-chisq
YGUHNXOUFVLI_8	0.20	100	100	0.5	8	aadE	49	49	664	aadE	1.94E-01	1.20E-06	3.70E-07	6.21E-01	1.14E-01	4.87E-01	bad-chisq
YGUHNXOUFVLI_9	0.20	100	100	0.5	9	aadE	49	49	664	aadE	1.94E-01	1.20E-06	9.62E-07	6.24E-01	1.19E-01	4.71E-01	bad-chisq
YGUHNXOUFVLI_10	0.20	100	100	0.5	10	aadE	49	49	664	aadE	1.94E-01	1.20E-06	1.03E-07	6.94E-01	1.20E-01	5.07E-01	bad-chisq
ISTJAIDVSCEP_1	0.20	100	200	0.5	1	aadE	99	99	564	aadE	1.97E-01	3.19E-12	1.86E-11	6.10E-01	8.56E-02	4.54E-01	bad-chisq
ISTJAIDVSCEP_2	0.20	100	200	0.5	2	aadE	99	99	564	aadE	1.97E-01	3.19E-12	3.81E-10	6.43E-01	9.74E-02	4.26E-01	bad-chisq
ISTJAIDVSCEP_3	0.20	100	200	0.5	3	aadE	99	99	564	aadE	1.97E-01	3.19E-12	9.52E-10	5.91E-01	9.19E-02	4.17E-01	bad-chisq
ISTJAIDVSCEP_4	0.20	100	200	0.5	4	aadE	99	99	564	aadE	1.97E-01	3.19E-12	2.33E-10	6.08E-01	9.10E-02	4.31E-01	bad-chisq
ISTJAIDVSCEP_5	0.20	100	200	0.5	5	aadE	99	99	564	aadE	1.97E-01	3.19E-12	4.56E-12	6.43E-01	8.72E-02	4.66E-01	bad-chisq
ISTJAIDVSCEP_6	0.20	100	200	0.5	6	aadE	99	99	564	aadE	1.97E-01	3.19E-12	7.34E-12	6.86E-01	9.41E-02	4.62E-01	bad-chisq
ISTJAIDVSCEP_7	0.20	100	200	0.5	7	aadE	99	99	564	aadE	1.97E-01	3.19E-12	2.58E-11	6.35E-01	8.97E-02	4.51E-01	bad-chisq
ISTJAIDVSCEP_8	0.20	100	200	0.5	8	aadE	99	99	564	aadE	1.97E-01	3.19E-12	2.92E-13	6.38E-01	8.14E-02	4.88E-01	bad-chisq
ISTJAIDVSCEP_9	0.20	100	200	0.5	9	aadE	99	99	564	aadE	1.97E-01	3.19E-12	7.20E-12	6.25E-01	8.57E-02	4.62E-01	bad-chisq
ISTJAIDVSCEP_10	0.20	100	200	0.5	10	aadE	99	99	564	aadE	1.97E-01	3.19E-12	9.30E-11	5.94E-01	8.68E-02	4.40E-01	bad-chisq
RPDPNXRQBHUP_1	0.20	100	300	0.5	1	aadE	149	149	464	aadE	1.98E-01	9.74E-18	1.20E-16	6.52E-01	7.41E-02	4.55E-01	bad-chisq
RPDPNXRQBHUP_2	0.20	100	300	0.5	2	aadE	149	149	464	aadE	1.98E-01	9.74E-18	1.66E-14	6.14E-01	7.60E-02	4.25E-01	bad-chisq
RPDPNXRQBHUP_3	0.20	100	300	0.5	3	aadE	149	149	464	aadE	1.98E-01	9.74E-18	3.98E-12	5.88E-01	8.13E-02	3.88E-01	bad-chisq
RPDPNXRQBHUP_4	0.20	100	300	0.5	4	aadE	149	149	464	aadE	1.98E-01	9.74E-18	2.32E-13	5.93E-01	7.72E-02	4.08E-01	bad-chisq
RPDPNXRQBHUP_5	0.20	100	300	0.5	5	aadE	149	149	464	aadE	1.98E-01	9.74E-18	5.14E-16	6.38E-01	7.43E-02	4.47E-01	bad-chisq
RPDPNXRQBHUP_6	0.20	100	300	0.5	6	aadE	149	149	464	aadE	1.98E-01	9.74E-18	1.86E-15	6.26E-01	7.45E-02	4.39E-01	bad-chisq
RPDPNXRQBHUP_7	0.20	100	300	0.5	7	aadE	149	149	464	aadE	1.98E-01	9.74E-18	1.52E-14	6.27E-01	7.75E-02	4.26E-01	bad-chisq
RPDPNXRQBHUP_8	0.20	100	300	0.5	8	aadE	149	149	464	aadE	1.98E-01	9.74E-18	4.56E-15	6.18E-01	7.48E-02	4.33E-01	bad-chisq
RPDPNXRQBHUP_9	0.20	100	300	0.5	9	aadE	149	149	464	aadE	1.98E-01	9.74E-18	2.72E-11	5.85E-01	8.45E-02	3.73E-01	bad-chisq
RPDPNXRQBHUP_10	0.20	100	300	0.5	10	aadE	149	149	464	aadE	1.98E-01	9.74E-18	6.13E-13	6.09E-01	8.09E-02	4.01E-01	bad-chisq
XUGUXGAWUFTI_1	0.20	100	400	0.5	1	aadE	199	199	364	aadE	1.98E-01	3.79E-22	2.70E-18	6.29E-01	6.87E-02	4.18E-01	bad-chisq
XUGUXGAWUFTI_2	0.20	100	400	0.5	2	aadE	199	199	364	aadE	1.98E-01	3.79E-22	1.91E-20	6.33E-01	6.46E-02	4.42E-01	bad-chisq
XUGUXGAWUFTI_3	0.20	100	400	0.5	3	aadE	199	199	364	aadE	1.98E-01	3.79E-22	1.10E-16	5.94E-01	6.85E-02	4.00E-01	bad-chisq
XUGUXGAWUFTI_4	0.20	100	400	0.5	4	aadE	199	199	364	aadE	1.98E-01	3.79E-22	2.94E-14	5.76E-01	7.30E-02	3.69E-01	bad-chisq
XUGUXGAWUFTI_5	0.20	100	400	0.5	5	aadE	199	199	364	aadE	1.98E-01	3.79E-22	1.19E-14	6.07E-01	7.57E-02	3.74E-01	bad-chisq
XUGUXGAWUFTI_6	0.20	100	400	0.5	6	aadE	199	199	364	aadE	1.98E-01	3.79E-22	1.82E-16	5.72E-01	6.64E-02	3.97E-01	bad-chisq
XUGUXGAWUFTI_7	0.20	100	400	0.5	7	aadE	199	199	364	aadE	1.98E-01	3.79E-22	9.39E-15	6.00E-01	7.45E-02	3.75E-01	bad-chisq
XUGUXGAWUFTI_8	0.20	100	400	0.5	8	aadE	199	199	364	aadE	1.98E-01	3.79E-22	6.77E-15	6.19E-01	7.64E-02	3.77E-01	bad-chisq
XUGUXGAWUFTI_9	0.20	100	400	0.5	9	aadE	199	199	364	aadE	1.98E-01	3.79E-22	6.66E-18	6.27E-01	6.93E-02	4.14E-01	bad-chisq
XUGUXGAWUFTI_10	0.20	100	400	0.5	10	aadE	199	199	364	aadE	1.98E-01	3.79E-22	1.74E-17	6.29E-01	7.06E-02	4.09E-01	bad-chisq
VFABENLMTEWU_1	0.20	100	500	0.5	1	aadE	249	249	264	aadE	1.99E-01	1.27E-27	2.32E-19	5.89E-01	6.28E-02	3.88E-01	bad-chisq
VFABENLMTEWU_2	0.20	100	500	0.5	2	aadE	249	249	264	aadE	1.99E-01	1.27E-27	1.84E-19	6.31E-01	6.71E-02	3.89E-01	bad-chisq
VFABENLMTEWU_3	0.20	100	500	0.5	3	aadE	249	249	264	aadE	1.99E-01	1.27E-27	7.60E-20	6.08E-01	6.39E-02	3.93E-01	bad-chisq
VFABENLMTEWU_4	0.20	100	500	0.5	4	aadE	249	249	264	aadE	1.99E-01	1.27E-27	3.51E-21	6.41E-01	6.48E-02	4.06E-01	bad-chisq
VFABENLMTEWU_5	0.20	100	500	0.5	5	aadE	249	249	264	aadE	1.99E-01	1.27E-27	1.18E-15	5.58E-01	6.75E-02	3.48E-01	bad-chisq
VFABENLMTEWU_6	0.20	100	500	0.5	6	aadE	249	249	264	aadE	1.99E-01	1.27E-27	4.46E-23	6.28E-01	6.03E-02	4.23E-01	bad-chisq
VFABENLMTEWU_7	0.20	100	500	0.5	7	aadE	249	249	264	aadE	1.99E-01	1.27E-27	9.73E-16	5.68E-01	6.84E-02	3.49E-01	bad-chisq
VFABENLMTEWU_8	0.20	100	500	0.5	8	aadE	249	249	264	aadE	1.99E-01	1.27E-27	3.79E-22	6.32E-01	6.22E-02	4.15E-01	bad-chisq
VFABENLMTEWU_9	0.20	100	500	0.5	9	aadE	249	249	264	aadE	1.99E-01	1.27E-27	2.08E-20	6.16E-01	6.36E-02	3.99E-01	bad-chisq
VFABENLMTEWU_10	0.20	100	500	0.5	10	aadE	249	249	264	aadE	1.99E-01	1.27E-27	9.10E-21	6.36E-01	6.50E-02	4.02E-01	bad-chisq
ASHAKSGDVBSN_1	0.20	100	600	0.5	1	aadE	299	299	164	aadE	1.99E-01	4.32E-33	2.58E-23	6.68E-01	6.43E-02	3.91E-01	bad-chisq
ASHAKSGDVBSN_2	0.20	100	600	0.5	2	aadE	299	299	164	aadE	1.99E-01	4.32E-33	1.66E-25	6.73E-01	6.15E-02	4.09E-01	bad-chisq
ASHAKSGDVBSN_3	0.20	100	600	0.5	3	aadE	299	299	164	aadE	1.99E-01	4.32E-33	1.33E-20	6.27E-01	6.49E-02	3.68E-01	bad-chisq
ASHAKSGDVBSN_4	0.20	100	600	0.5	4	aadE	299	299	164	aadE	1.99E-01	4.32E-33	1.38E-24	6.58E-01	6.15E-02	4.02E-01	bad-chisq
ASHAKSGDVBSN_5	0.20	100	600	0.5	5	aadE	299	299	164	aadE	1.99E-01	4.32E-33	1.64E-20	5.92E-01	6.14E-02	3.67E-01	bad-chisq
ASHAKSGDVBSN_6	0.20	100	600	0.5	6	aadE	299	299	164	aadE	1.99E-01	4.32E-33	1.99E-18	5.54E-01	6.12E-02	3.48E-01	bad-chisq
ASHAKSGDVBSN_7	0.20	100	600	0.5	7	aadE	299	299	164	aadE	1.99E-01	4.32E-33	1.44E-22	6.01E-01	5.90E-02	3.85E-01	bad-chisq
ASHAKSGDVBSN_8	0.20	100	600	0.5	8	aadE	299	299	164	aadE	1.99E-01	4.32E-33	8.84E-19	5.73E-01	6.26E-02	3.51E-01	bad-chisq
ASHAKSGDVBSN_9	0.20	100	600	0.5	9	aadE	299	299	164	aadE	1.99E-01	4.32E-33	8.75E-22	6.27E-01	6.29E-02	3.78E-01	bad-chisq
ASHAKSGDVBSN_10	0.20	100	600	0.5	10	aadE	299	299	164	aadE	1.99E-01	4.32E-33	1.11E-25	6.49E-01	5.91E-02	4.10E-01	bad-chisq
ILINQCDNXRXF_1	0.20	100	700	0.5	1	aadE	125	325	312	aadE	1.13E-01	6.20E-31	3.24E-22	7.58E-01	7.41E-02	4.35E-01
ILINQCDNXRXF_2	0.20	100	700	0.5	2	aadE	125	325	312	aadE	1.13E-01	6.20E-31	1.61E-20	7.71E-01	7.90E-02	4.19E-01
ILINQCDNXRXF_3	0.20	100	700	0.5	3	aadE	125	325	312	aadE	1.13E-01	6.20E-31	2.86E-21	7.63E-01	7.65E-02	4.26E-01
ILINQCDNXRXF_4	0.20	100	700	0.5	4	aadE	125	325	312	aadE	1.13E-01	6.20E-31	3.04E-22	7.42E-01	7.25E-02	4.35E-01
ILINQCDNXRXF_5	0.20	100	700	0.5	5	aadE	125	325	312	aadE	1.13E-01	6.20E-31	2.99E-22	8.35E-01	8.16E-02	4.35E-01
ILINQCDNXRXF_6	0.20	100	700	0.5	6	aadE	125	325	312	aadE	1.13E-01	6.20E-31	5.69E-21	7.51E-01	7.60E-02	4.23E-01
ILINQCDNXRXF_7	0.20	100	700	0.5	7	aadE	125	325	312	aadE	1.13E-01	6.20E-31	4.33E-22	7.83E-01	7.68E-02	4.34E-01
ILINQCDNXRXF_8	0.20	100	700	0.5	8	aadE	125	325	312	aadE	1.13E-01	6.20E-31	2.18E-23	7.46E-01	7.07E-02	4.46E-01
ILINQCDNXRXF_9	0.20	100	700	0.5	9	aadE	125	325	312	aadE	1.13E-01	6.20E-31	7.06E-19	7.33E-01	7.90E-02	4.02E-01
ILINQCDNXRXF_10	0.20	100	700	0.5	10	aadE	125	325	312	aadE	1.13E-01	6.20E-31	1.14E-23	8.02E-01	7.55E-02	4.49E-01
PWECNGYEGFIH_1	0.25	1.5	100	0.5	1	aadE	49	49	664	aadE	2.45E-01	3.47E-01	2.27E-01	1.52E-01	1.25E-01	1.23E-01
PWECNGYEGFIH_2	0.25	1.5	100	0.5	2	aadE	49	49	664	aadE	2.45E-01	3.47E-01	5.41E-01	7.58E-02	1.24E-01	6.24E-02
PWECNGYEGFIH_3	0.25	1.5	100	0.5	3	aadE	49	49	664	aadE	2.45E-01	3.47E-01	3.53E-01	1.10E-01	1.18E-01	9.49E-02
PWECNGYEGFIH_4	0.25	1.5	100	0.5	4	aadE	49	49	664	aadE	2.45E-01	3.47E-01	3.07E-01	1.22E-01	1.19E-01	1.04E-01
PWECNGYEGFIH_5	0.25	1.5	100	0.5	5	aadE	49	49	664	aadE	2.45E-01	3.47E-01	3.53E-01	1.10E-01	1.18E-01	9.49E-02
PWECNGYEGFIH_6	0.25	1.5	100	0.5	6	aadE	49	49	664	aadE	2.45E-01	3.47E-01	3.53E-01	1.10E-01	1.18E-01	9.49E-02
PWECNGYEGFIH_7	0.25	1.5	100	0.5	7	aadE	49	49	664	aadE	2.45E-01	3.47E-01	3.53E-01	1.10E-01	1.18E-01	9.49E-02
PWECNGYEGFIH_8	0.25	1.5	100	0.5	8	aadE	49	49	664	aadE	2.45E-01	3.47E-01	3.53E-01	1.10E-01	1.18E-01	9.49E-02
PWECNGYEGFIH_9	0.25	1.5	100	0.5	9	aadE	49	49	664	aadE	2.45E-01	3.47E-01	3.53E-01	1.10E-01	1.18E-01	9.49E-02
PWECNGYEGFIH_10	0.25	1.5	100	0.5	10	aadE	49	49	664	aadE	2.45E-01	3.47E-01	3.53E-01	1.10E-01	1.18E-01	9.49E-02
WORERYVEEGFE_1	0.25	1.5	200	0.5	1	aadE	99	99	564	aadE	2.47E-01	2.49E-01	3.93E-01	7.31E-02	8.54E-02	6.10E-02
WORERYVEEGFE_2	0.25	1.5	200	0.5	2	aadE	99	99	564	aadE	2.47E-01	2.49E-01	2.51E-01	9.49E-02	8.25E-02	8.19E-02
WORERYVEEGFE_3	0.25	1.5	200	0.5	3	aadE	99	99	564	aadE	2.47E-01	2.49E-01	2.51E-01	9.49E-02	8.25E-02	8.19E-02
WORERYVEEGFE_4	0.25	1.5	200	0.5	4	aadE	99	99	564	aadE	2.47E-01	2.49E-01	2.51E-01	9.49E-02	8.25E-02	8.19E-02
WORERYVEEGFE_5	0.25	1.5	200	0.5	5	aadE	99	99	564	aadE	2.47E-01	2.49E-01	2.51E-01	9.49E-02	8.25E-02	8.19E-02
WORERYVEEGFE_6	0.25	1.5	200	0.5	6	aadE	99	99	564	aadE	2.47E-01	2.49E-01	1.64E-01	1.20E-01	8.60E-02	9.93E-02
WORERYVEEGFE_7	0.25	1.5	200	0.5	7	aadE	99	99	564	aadE	2.47E-01	2.49E-01	2.82E-01	9.13E-02	8.46E-02	7.69E-02
WORERYVEEGFE_8	0.25	1.5	200	0.5	8	aadE	99	99	564	aadE	2.47E-01	2.49E-01	2.51E-01	9.49E-02	8.25E-02	8.19E-02
WORERYVEEGFE_9	0.25	1.5	200	0.5	9	aadE	99	99	564	aadE	2.47E-01	2.49E-01	2.51E-01	9.49E-02	8.25E-02	8.19E-02
WORERYVEEGFE_10	0.25	1.5	200	0.5	10	aadE	99	99	564	aadE	2.47E-01	2.49E-01	2.51E-01	9.49E-02	8.25E-02	8.19E-02
HRRVKHFOPUCG_1	0.25	1.5	300	0.5	1	aadE	149	149	464	aadE	2.48E-01	1.08E-01	1.08E-01	1.08E-01	6.70E-02	9.32E-02
HRRVKHFOPUCG_2	0.25	1.5	300	0.5	2	aadE	149	149	464	aadE	2.48E-01	1.08E-01	1.59E-01	9.71E-02	6.88E-02	8.17E-02
HRRVKHFOPUCG_3	0.25	1.5	300	0.5	3	aadE	149	149	464	aadE	2.48E-01	1.08E-01	1.60E-01	9.72E-02	6.91E-02	8.15E-02
HRRVKHFOPUCG_4	0.25	1.5	300	0.5	4	aadE	149	149	464	aadE	2.48E-01	1.08E-01	1.08E-01	1.08E-01	6.70E-02	9.32E-02
HRRVKHFOPUCG_5	0.25	1.5	300	0.5	5	aadE	149	149	464	aadE	2.48E-01	1.08E-01	1.08E-01	1.08E-01	6.70E-02	9.32E-02
HRRVKHFOPUCG_6	0.25	1.5	300	0.5	6	aadE	149	149	464	aadE	2.48E-01	1.08E-01	9.80E-02	1.12E-01	6.74E-02	9.60E-02
HRRVKHFOPUCG_7	0.25	1.5	300	0.5	7	aadE	149	149	464	aadE	2.48E-01	1.08E-01	1.08E-01	1.08E-01	6.70E-02	9.32E-02
HRRVKHFOPUCG_8	0.25	1.5	300	0.5	8	aadE	149	149	464	aadE	2.48E-01	1.08E-01	1.17E-01	1.07E-01	6.77E-02	9.11E-02
HRRVKHFOPUCG_9	0.25	1.5	300	0.5	9	aadE	149	149	464	aadE	2.48E-01	1.08E-01	1.70E-01	1.00E-01	7.28E-02	7.96E-02
